PRACA;PERIODO;AGRUPAMENTO;PUBLICO;DAY_PARTS;DIA_DA_SEMANA;OPM;OS;ALC2;TMEDIND
GRANDE VITORIA;01/02/2024;FM SUPER FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;116.71;1.26;2801.01;60.00
GRANDE VITORIA;01/02/2024;FM SUPER FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2455.23;26.58;44294.65;79.49
GRANDE VITORIA;01/02/2024;FM SUPER FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1221.01;13.22;24334.46;72.15
GRANDE VITORIA;01/02/2024;FM SUPER FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1685.79;18.25;19809.21;122.33
GRANDE VITORIA;01/02/2024;GAZETA FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6581.07;100.00;92843.09;102.04
GRANDE VITORIA;01/02/2024;GAZETA FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3283.50;49.89;37473.42;126.11
GRANDE VITORIA;01/02/2024;GAZETA FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3297.56;50.11;55369.67;85.46
GRANDE VITORIA;01/02/2024;GAZETA FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2895.88;44.00;47465.09;87.51
GRANDE VITORIA;01/02/2024;GAZETA FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2483.90;37.74;32202.09;111.04
GRANDE VITORIA;01/02/2024;GAZETA FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1201.29;18.25;13175.91;131.17
GRANDE VITORIA;01/02/2024;GAZETA FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;279.58;4.25;7117.40;56.34
GRANDE VITORIA;01/02/2024;GAZETA FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1394.58;21.19;21132.61;95.02
GRANDE VITORIA;01/02/2024;GAZETA FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1381.41;20.99;18466.33;107.43
GRANDE VITORIA;01/02/2024;GAZETA FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;894.75;13.60;16153.88;79.46
GRANDE VITORIA;01/02/2024;GAZETA FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2630.74;39.97;29972.87;126.23
GRANDE VITORIA;01/02/2024;GAZETA FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1334.87;20.28;22750.18;84.30
GRANDE VITORIA;01/02/2024;GAZETA FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/02/2024;GAZETA FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1887.18;28.68;23910.87;113.39
GRANDE VITORIA;01/02/2024;GAZETA FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1171.39;17.80;15795.36;106.47
GRANDE VITORIA;01/02/2024;GAZETA FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2187.63;33.24;30386.68;103.40
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;11946.09;100.00;199175.89;86.22
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5775.18;48.34;98702.48;84.15
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6170.90;51.66;100473.41;88.27
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;7308.40;61.18;127540.03;82.31
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4388.25;36.73;63974.56;98.46
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;249.44;2.09;7661.29;46.53
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;749.30;6.27;19538.71;55.13
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3380.63;28.30;49598.91;98.09
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3209.71;26.87;61058.02;75.42
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2036.41;17.05;33136.58;88.30
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2570.04;21.51;35843.66;103.15
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1900.06;15.91;30170.63;90.41
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;319.07;2.67;11160.46;41.10
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2419.32;20.25;34329.44;101.29
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2765.09;23.15;55501.32;71.44
GRANDE VITORIA;01/02/2024;JOVEM PAN FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4542.55;38.03;68014.03;96.11
GRANDE VITORIA;01/02/2024;LITORAL FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;22182.89;100.00;311917.49;102.25
GRANDE VITORIA;01/02/2024;LITORAL FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;13488.94;60.81;172632.18;112.31
GRANDE VITORIA;01/02/2024;LITORAL FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;8693.95;39.19;139285.31;89.53
GRANDE VITORIA;01/02/2024;LITORAL FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6820.72;30.75;135024.04;72.44
GRANDE VITORIA;01/02/2024;LITORAL FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;12230.39;55.13;145478.33;121.04
GRANDE VITORIA;01/02/2024;LITORAL FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3131.78;14.12;31415.11;143.33
GRANDE VITORIA;01/02/2024;LITORAL FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2504.84;11.29;52049.55;69.18
GRANDE VITORIA;01/02/2024;LITORAL FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5452.35;24.58;63644.57;123.22
GRANDE VITORIA;01/02/2024;LITORAL FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4232.65;19.08;75571.68;80.39
GRANDE VITORIA;01/02/2024;LITORAL FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5226.53;23.56;56478.81;133.15
GRANDE VITORIA;01/02/2024;LITORAL FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4766.52;21.49;64172.88;106.57
GRANDE VITORIA;01/02/2024;LITORAL FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5996.67;27.03;72214.82;119.35
GRANDE VITORIA;01/02/2024;LITORAL FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;555.14;2.50;8888.50;89.56
GRANDE VITORIA;01/02/2024;LITORAL FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5375.28;24.23;69900.87;110.44
GRANDE VITORIA;01/02/2024;LITORAL FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5964.50;26.89;81267.15;105.41
GRANDE VITORIA;01/02/2024;LITORAL FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4291.30;19.35;79646.15;77.35
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4297.26;100.00;65847.29;93.59
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1580.93;36.79;24455.97;93.05
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2716.33;63.21;41391.32;94.30
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1176.59;27.38;24170.38;70.06
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1618.36;37.66;30452.14;76.32
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1502.30;34.96;11224.78;192.44
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;68.25;1.59;4156.45;23.39
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1047.11;24.37;15993.67;94.17
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;576.16;13.41;13004.17;63.48
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;763.61;17.77;11037.30;99.38
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1842.11;42.87;21655.71;122.30
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1360.74;31.67;16502.88;118.44
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;860.54;20.03;8119.61;152.37
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;476.52;11.09;7156.40;95.53
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;550.12;12.80;17036.37;46.30
GRANDE VITORIA;01/02/2024;MASSA FM 91.9 FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1049.33;24.42;17032.04;88.43
GRANDE VITORIA;01/02/2024;MIX FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2619.78;100.00;54688.91;68.59
GRANDE VITORIA;01/02/2024;MIX FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1561.61;59.61;34317.16;65.32
GRANDE VITORIA;01/02/2024;MIX FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1058.16;40.39;20371.75;74.48
GRANDE VITORIA;01/02/2024;MIX FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2116.59;80.79;40104.64;76.00
GRANDE VITORIA;01/02/2024;MIX FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;347.08;13.25;11281.03;44.18
GRANDE VITORIA;01/02/2024;MIX FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;156.10;5.96;3303.24;68.03
GRANDE VITORIA;01/02/2024;MIX FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;194.73;7.43;5937.00;47.14
GRANDE VITORIA;01/02/2024;MIX FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;250.22;9.55;6014.20;59.55
GRANDE VITORIA;01/02/2024;MIX FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1222.64;46.67;25761.05;68.21
GRANDE VITORIA;01/02/2024;MIX FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;412.26;15.74;8523.68;69.39
GRANDE VITORIA;01/02/2024;MIX FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;539.92;20.61;8452.99;91.59
GRANDE VITORIA;01/02/2024;MIX FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;731.93;27.94;10549.37;99.55
GRANDE VITORIA;01/02/2024;MIX FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/02/2024;MIX FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;370.79;14.15;9216.32;57.56
GRANDE VITORIA;01/02/2024;MIX FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;481.02;18.36;9141.94;75.46
GRANDE VITORIA;01/02/2024;MIX FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1036.04;39.55;25781.28;57.52
GRANDE VITORIA;01/02/2024;RADIO ANTENA 1 FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6919.45;100.00;110848.55;89.53
GRANDE VITORIA;01/02/2024;RADIO ANTENA 1 FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2689.53;38.87;40434.10;95.47
GRANDE VITORIA;01/02/2024;RADIO ANTENA 1 FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;380.41;5.50;5250.05;104.20
GRANDE VITORIA;01/02/2024;RADIO ANTENA 1 FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;88.42;1.28;3625.14;35.07
GRANDE VITORIA;01/02/2024;RADIO ANTENA 1 FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;599.89;8.67;5826.61;148.15
GRANDE VITORIA;01/02/2024;RADIO ANTENA 1 FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1852.04;26.77;36484.34;73.06
GRANDE VITORIA;01/02/2024;RADIO ANTENA 1 FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1699.96;24.57;23653.15;103.30
GRANDE VITORIA;01/02/2024;RADIO ANTENA 1 FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2679.13;38.72;41259.31;93.30
GRANDE VITORIA;01/02/2024;RADIO ANTENA 1 FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;509.51;7.36;12142.69;60.25
GRANDE VITORIA;01/02/2024;RADIO ANTENA 1 FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1059.05;15.31;5660.83;269.24
GRANDE VITORIA;01/02/2024;RADIO ANTENA 1 FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;859.03;12.41;13578.52;91.06
GRANDE VITORIA;01/02/2024;RADIO ANTENA 1 FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2231.16;32.24;42173.63;76.11
GRANDE VITORIA;01/02/2024;RADIO ANTENA 1 FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2260.70;32.67;37292.87;87.18
GRANDE VITORIA;01/02/2024;RADIO CBN FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5365.11;100.00;73253.08;105.28
GRANDE VITORIA;01/02/2024;RADIO CBN FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1870.20;34.86;28312.68;95.07
GRANDE VITORIA;01/02/2024;RADIO CBN FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3494.90;65.14;44940.40;111.59
GRANDE VITORIA;01/02/2024;RADIO CBN FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4421.69;82.42;52230.38;121.54
GRANDE VITORIA;01/02/2024;RADIO CBN FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;866.28;16.15;18006.77;69.17
GRANDE VITORIA;01/02/2024;RADIO CBN FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;77.13;1.44;3015.93;36.50
GRANDE VITORIA;01/02/2024;RADIO CBN FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;715.41;13.33;4674.17;220.24
GRANDE VITORIA;01/02/2024;RADIO CBN FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;258.33;4.82;5420.93;68.37
GRANDE VITORIA;01/02/2024;RADIO CBN FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1012.07;18.86;24797.13;58.46
GRANDE VITORIA;01/02/2024;RADIO CBN FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;552.65;10.30;11219.37;70.56
GRANDE VITORIA;01/02/2024;RADIO CBN FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2826.63;52.69;27141.47;149.58
GRANDE VITORIA;01/02/2024;RADIO CBN FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;744.60;13.88;8230.16;130.17
GRANDE VITORIA;01/02/2024;RADIO CBN FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;210.08;3.92;2881.06;105.00
GRANDE VITORIA;01/02/2024;RADIO CBN FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;907.17;16.91;10856.95;120.19
GRANDE VITORIA;01/02/2024;RADIO CBN FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1625.14;30.29;26266.43;89.06
GRANDE VITORIA;01/02/2024;RADIO CBN FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1878.12;35.01;25018.47;108.06
GRANDE VITORIA;01/02/2024;TROPICAL FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;12203.20;100.00;214562.81;81.54
GRANDE VITORIA;01/02/2024;TROPICAL FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6248.24;51.20;103854.25;86.38
GRANDE VITORIA;01/02/2024;TROPICAL FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5954.96;48.80;110708.56;77.27
GRANDE VITORIA;01/02/2024;TROPICAL FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3673.15;30.10;71843.77;73.37
GRANDE VITORIA;01/02/2024;TROPICAL FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5676.91;46.52;97641.86;83.43
GRANDE VITORIA;01/02/2024;TROPICAL FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2853.14;23.38;45077.17;91.09
GRANDE VITORIA;01/02/2024;TROPICAL FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;701.41;5.75;25134.51;40.11
GRANDE VITORIA;01/02/2024;TROPICAL FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4074.49;33.39;59933.78;97.54
GRANDE VITORIA;01/02/2024;TROPICAL FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3495.39;28.64;60098.14;83.45
GRANDE VITORIA;01/02/2024;TROPICAL FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2027.74;16.62;34991.35;83.27
GRANDE VITORIA;01/02/2024;TROPICAL FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1904.17;15.60;34405.01;79.42
GRANDE VITORIA;01/02/2024;TROPICAL FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2644.52;21.67;47304.08;80.30
GRANDE VITORIA;01/02/2024;TROPICAL FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/02/2024;TROPICAL FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3459.70;28.35;56481.91;88.12
GRANDE VITORIA;01/02/2024;TROPICAL FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4459.07;36.54;66094.24;97.09
GRANDE VITORIA;01/02/2024;TROPICAL FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1639.91;13.44;44682.57;52.51
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3650.30;100.00;34825.40;150.56
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2579.26;70.66;20455.36;181.34
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1071.04;29.34;14370.04;107.20
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1902.36;52.12;17479.31;156.43
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1575.03;43.15;14645.32;154.52
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;172.91;4.74;2700.77;92.11
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;255.56;7.00;4077.51;90.15
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;743.72;20.37;3604.60;297.07
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;417.74;11.44;7575.08;79.25
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;896.06;24.55;9616.57;134.11
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1337.22;36.63;9951.65;193.30
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1172.65;32.12;5309.62;318.02
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;264.52;7.25;3579.21;106.25
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;404.16;11.07;5537.61;105.06
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;648.47;17.76;11309.67;82.34
GRANDE VITORIA;01/02/2024;VIVA FM 100.9 FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1160.50;31.79;9089.30;183.51
GRANDE VITORIA;01/02/2024;JOVEM PAN NEWS VITORIA FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;878.65;100.00;21585.52;58.37
GRANDE VITORIA;01/02/2024;JOVEM PAN NEWS VITORIA FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;250.44;28.50;8263.05;43.39
GRANDE VITORIA;01/02/2024;JOVEM PAN NEWS VITORIA FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;628.21;71.50;13322.46;67.54
GRANDE VITORIA;01/02/2024;JOVEM PAN NEWS VITORIA FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;663.61;75.53;14153.03;67.31
GRANDE VITORIA;01/02/2024;JOVEM PAN NEWS VITORIA FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;215.04;24.47;7432.49;41.40
GRANDE VITORIA;01/02/2024;JOVEM PAN NEWS VITORIA FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/02/2024;JOVEM PAN NEWS VITORIA FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;7.67;0.87;736.32;15.00
GRANDE VITORIA;01/02/2024;JOVEM PAN NEWS VITORIA FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;36.46;4.15;3499.99;15.00
GRANDE VITORIA;01/02/2024;JOVEM PAN NEWS VITORIA FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;223.61;25.45;10365.61;31.04
GRANDE VITORIA;01/02/2024;JOVEM PAN NEWS VITORIA FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;53.67;6.11;1472.42;52.29
GRANDE VITORIA;01/02/2024;JOVEM PAN NEWS VITORIA FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;557.25;63.42;5511.19;145.36
GRANDE VITORIA;01/02/2024;JOVEM PAN NEWS VITORIA FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;107.00;12.18;2983.93;51.38
