PRACA;PERIODO;AGRUPAMENTO;PUBLICO;DAY_PARTS;DIA_DA_SEMANA;OPM;OS;ALC2;TMEDIND
GRANDE VITORIA;01/06/2022;GAZETA FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1028.32;31.96;23947.91;61.50
GRANDE VITORIA;01/06/2022;GAZETA FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1869.69;58.11;40039.58;67.15
GRANDE VITORIA;01/06/2022;GAZETA FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1126.20;35.00;20917.95;77.32
GRANDE VITORIA;01/06/2022;GAZETA FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;221.86;6.89;5848.04;54.38
GRANDE VITORIA;01/06/2022;GAZETA FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;173.01;5.38;8652.52;28.48
GRANDE VITORIA;01/06/2022;GAZETA FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;981.25;30.49;20934.93;67.30
GRANDE VITORIA;01/06/2022;GAZETA FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;482.46;14.99;11332.51;61.18
GRANDE VITORIA;01/06/2022;GAZETA FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;395.43;12.29;10690.77;53.16
GRANDE VITORIA;01/06/2022;GAZETA FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1185.62;36.85;15194.83;112.22
GRANDE VITORIA;01/06/2022;GAZETA FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;326.88;10.16;9342.73;50.23
GRANDE VITORIA;01/06/2022;GAZETA FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/06/2022;GAZETA FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1668.86;51.86;26350.99;91.12
GRANDE VITORIA;01/06/2022;GAZETA FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;472.87;14.70;14180.76;48.01
GRANDE VITORIA;01/06/2022;GAZETA FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;749.14;23.28;16931.11;63.43
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;10287.64;100.00;193316.02;76.38
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5380.11;52.30;96290.95;80.27
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4907.52;47.70;97025.07;72.50
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6524.59;63.42;127832.01;73.30
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3189.48;31.00;53212.85;86.19
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;573.57;5.58;12271.16;67.18
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;504.74;4.91;18241.66;39.51
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2898.68;28.18;60750.99;68.42
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4405.68;42.83;67734.50;93.40
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1627.01;15.82;31892.55;73.28
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;851.53;8.28;14696.33;83.26
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;668.88;6.50;19589.38;49.10
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1228.46;11.94;15788.56;112.03
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2444.78;23.76;55264.68;63.42
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2335.63;22.70;35855.77;93.48
GRANDE VITORIA;01/06/2022;JOVEM PAN FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3609.89;35.09;66817.64;77.48
GRANDE VITORIA;01/06/2022;LEGAL FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1262.46;100.00;23890.33;76.06
GRANDE VITORIA;01/06/2022;LEGAL FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;447.83;35.47;7162.84;90.02
GRANDE VITORIA;01/06/2022;LEGAL FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;814.63;64.53;16727.49;70.08
GRANDE VITORIA;01/06/2022;LEGAL FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;734.65;58.19;13755.85;76.54
GRANDE VITORIA;01/06/2022;LEGAL FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;527.81;41.81;10134.48;75.00
GRANDE VITORIA;01/06/2022;LEGAL FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/06/2022;LEGAL FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;51.77;4.10;1242.50;60.00
GRANDE VITORIA;01/06/2022;LEGAL FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;125.83;9.97;6876.39;26.21
GRANDE VITORIA;01/06/2022;LEGAL FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;569.98;45.15;6556.11;125.12
GRANDE VITORIA;01/06/2022;LEGAL FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;163.71;12.97;3915.94;60.12
GRANDE VITORIA;01/06/2022;LEGAL FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;351.17;27.82;5299.39;95.25
GRANDE VITORIA;01/06/2022;LEGAL FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;149.25;11.82;5092.51;42.12
GRANDE VITORIA;01/06/2022;LEGAL FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/06/2022;LEGAL FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;352.13;27.89;6198.85;81.48
GRANDE VITORIA;01/06/2022;LEGAL FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;234.09;18.54;4276.36;78.50
GRANDE VITORIA;01/06/2022;LEGAL FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;526.98;41.74;8322.61;91.11
GRANDE VITORIA;01/06/2022;LITORAL FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;22067.24;100.00;311067.76;102.09
GRANDE VITORIA;01/06/2022;LITORAL FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;13140.63;59.55;175597.78;107.46
GRANDE VITORIA;01/06/2022;LITORAL FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;8926.61;40.45;135469.97;94.53
GRANDE VITORIA;01/06/2022;LITORAL FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6973.46;31.60;127273.06;78.54
GRANDE VITORIA;01/06/2022;LITORAL FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;12100.22;54.83;152977.50;113.54
GRANDE VITORIA;01/06/2022;LITORAL FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2993.57;13.57;30817.19;139.53
GRANDE VITORIA;01/06/2022;LITORAL FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2010.51;9.11;46337.42;62.29
GRANDE VITORIA;01/06/2022;LITORAL FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5947.13;26.95;98704.64;86.46
GRANDE VITORIA;01/06/2022;LITORAL FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5873.81;26.62;76703.20;110.16
GRANDE VITORIA;01/06/2022;LITORAL FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3705.29;16.79;37675.17;141.37
GRANDE VITORIA;01/06/2022;LITORAL FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4530.50;20.53;51647.34;126.19
GRANDE VITORIA;01/06/2022;LITORAL FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3920.70;17.77;65097.08;86.44
GRANDE VITORIA;01/06/2022;LITORAL FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;725.15;3.29;15485.39;67.26
GRANDE VITORIA;01/06/2022;LITORAL FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6717.42;30.44;79824.63;121.11
GRANDE VITORIA;01/06/2022;LITORAL FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4826.84;21.87;69121.96;100.33
GRANDE VITORIA;01/06/2022;LITORAL FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5877.14;26.63;81538.69;103.48
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3758.91;100.00;50898.22;106.21
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1801.34;47.92;21055.05;123.12
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1957.57;52.08;29843.17;94.27
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1032.84;27.48;26610.35;55.53
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2547.58;67.77;19655.42;186.38
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;178.48;4.75;4632.45;55.29
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;243.81;6.49;3224.26;108.53
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;562.55;14.97;12165.63;66.35
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;692.40;18.42;10783.76;92.28
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1337.47;35.58;11913.70;161.40
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;922.68;24.55;12810.86;103.43
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1023.96;27.24;7984.56;184.40
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;846.34;22.52;7173.23;169.54
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;173.84;4.62;4980.03;50.16
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;821.85;21.86;13884.19;85.14
GRANDE VITORIA;01/06/2022;MASSA FM 91.9 FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;892.92;23.75;16876.21;76.11
GRANDE VITORIA;01/06/2022;MIX FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1483.77;100.00;41238.65;51.49
GRANDE VITORIA;01/06/2022;MIX FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1084.08;73.06;27133.24;57.32
GRANDE VITORIA;01/06/2022;MIX FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;399.69;26.94;14105.40;40.48
GRANDE VITORIA;01/06/2022;MIX FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;867.41;58.46;29024.25;43.02
GRANDE VITORIA;01/06/2022;MIX FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;616.36;41.54;12214.40;72.40
GRANDE VITORIA;01/06/2022;MIX FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;0.00;0.00;0.00;0.00
GRANDE VITORIA;01/06/2022;MIX FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;154.14;10.39;6053.69;36.40
GRANDE VITORIA;01/06/2022;MIX FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;598.90;40.36;17619.36;48.57
GRANDE VITORIA;01/06/2022;MIX FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;641.53;43.24;12348.78;74.49
GRANDE VITORIA;01/06/2022;MIX FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;73.80;4.97;4477.66;23.44
GRANDE VITORIA;01/06/2022;MIX FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;15.40;1.04;739.16;30.00
GRANDE VITORIA;01/06/2022;MIX FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;141.44;9.53;1854.28;109.50
GRANDE VITORIA;01/06/2022;MIX FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;51.36;3.46;2465.14;30.00
GRANDE VITORIA;01/06/2022;MIX FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;550.83;37.12;13687.16;57.57
GRANDE VITORIA;01/06/2022;MIX FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;123.97;8.36;8128.84;21.58
GRANDE VITORIA;01/06/2022;MIX FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;616.18;41.53;15103.23;58.45
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6232.52;100.00;79473.27;112.56
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2330.23;37.39;35217.66;95.17
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3902.29;62.61;44255.61;126.58
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2640.23;42.36;51070.99;74.27
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3312.47;53.15;26909.88;177.15
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;279.82;4.49;1492.40;270.00
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;495.14;7.94;7115.05;100.13
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1005.09;16.13;13032.31;111.03
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;887.69;14.24;20151.07;63.26
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;604.59;9.70;14761.68;58.59
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3240.01;51.99;24413.17;191.07
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;951.21;15.26;7043.86;194.27
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;176.91;2.84;3962.59;64.17
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1098.65;17.63;10595.50;149.19
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2213.56;35.52;25113.09;126.56
GRANDE VITORIA;01/06/2022;RADIO ANTENA 1 FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1792.19;28.76;32758.22;78.47
GRANDE VITORIA;01/06/2022;RADIO CBN FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5847.51;100.00;91584.08;91.57
GRANDE VITORIA;01/06/2022;RADIO CBN FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2088.99;35.72;36296.29;82.53
GRANDE VITORIA;01/06/2022;RADIO CBN FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3758.52;64.28;55287.79;97.54
GRANDE VITORIA;01/06/2022;RADIO CBN FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2770.61;47.38;56137.80;71.04
GRANDE VITORIA;01/06/2022;RADIO CBN FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2609.43;44.62;28583.20;131.28
GRANDE VITORIA;01/06/2022;RADIO CBN FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;467.47;7.99;6863.08;98.05
GRANDE VITORIA;01/06/2022;RADIO CBN FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;680.41;11.64;5008.91;195.37
GRANDE VITORIA;01/06/2022;RADIO CBN FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;833.62;14.26;12259.86;97.55
GRANDE VITORIA;01/06/2022;RADIO CBN FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1167.08;19.96;28468.17;59.02
GRANDE VITORIA;01/06/2022;RADIO CBN FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1218.42;20.84;20713.37;84.42
GRANDE VITORIA;01/06/2022;RADIO CBN FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1947.97;33.31;25133.78;111.36
GRANDE VITORIA;01/06/2022;RADIO CBN FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1642.41;28.09;16936.02;139.39
GRANDE VITORIA;01/06/2022;RADIO CBN FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;197.51;3.38;2263.59;125.39
GRANDE VITORIA;01/06/2022;RADIO CBN FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1434.37;24.53;20433.16;101.05
GRANDE VITORIA;01/06/2022;RADIO CBN FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1234.08;21.10;24166.65;73.32
GRANDE VITORIA;01/06/2022;RADIO CBN FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1339.14;22.90;27784.66;69.24
GRANDE VITORIA;01/06/2022;TROPICAL FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;17478.50;100.00;261858.93;96.07
GRANDE VITORIA;01/06/2022;TROPICAL FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;9264.17;53.00;124748.02;106.56
GRANDE VITORIA;01/06/2022;TROPICAL FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;8214.33;47.00;137110.91;86.16
GRANDE VITORIA;01/06/2022;TROPICAL FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6346.44;36.31;94063.39;97.09
GRANDE VITORIA;01/06/2022;TROPICAL FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;9298.34;53.20;134126.72;99.50
GRANDE VITORIA;01/06/2022;TROPICAL FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1833.72;10.49;33668.82;78.26
GRANDE VITORIA;01/06/2022;TROPICAL FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1385.82;7.93;29676.54;67.15
GRANDE VITORIA;01/06/2022;TROPICAL FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;6250.76;35.76;94063.84;95.41
GRANDE VITORIA;01/06/2022;TROPICAL FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5288.20;30.26;66969.95;113.42
GRANDE VITORIA;01/06/2022;TROPICAL FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2605.29;14.91;39952.22;93.54
GRANDE VITORIA;01/06/2022;TROPICAL FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1948.42;11.15;31196.39;89.56
GRANDE VITORIA;01/06/2022;TROPICAL FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;3322.33;19.01;64834.65;73.47
GRANDE VITORIA;01/06/2022;TROPICAL FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;464.42;2.66;8582.18;77.55
GRANDE VITORIA;01/06/2022;TROPICAL FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4364.19;24.97;65228.60;96.21
GRANDE VITORIA;01/06/2022;TROPICAL FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;5210.12;29.81;65492.30;114.33
GRANDE VITORIA;01/06/2022;TROPICAL FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;4117.44;23.56;57721.20;102.43
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;SEXO AMBOS;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2941.93;100.00;42654.47;99.19
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;SEXO FEMININO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1256.65;42.72;18448.11;98.05
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;SEXO MASCULINO;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1685.27;57.28;24206.36;100.15
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;CLASSE AB;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;559.55;19.02;15642.34;51.31
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;CLASSE C;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;2124.38;72.21;22443.20;136.18
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;CLASSE DE;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;258.00;8.77;4568.93;81.19
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;IDADE 10/19;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;133.22;4.53;4693.91;40.52
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;IDADE 20/29;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;125.45;4.26;5148.11;35.05
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;IDADE 30/39;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;601.78;20.46;12230.07;70.51
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;IDADE 40/49;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;209.27;7.11;6793.59;44.21
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;IDADE 50+;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1872.20;63.64;13788.78;195.31
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;ZONA CARIACICA + VIANA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1207.10;41.03;15592.44;111.29
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;ZONA GUARAPARI;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;149.21;5.07;3737.46;57.29
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;ZONA SERRA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;175.72;5.97;4318.17;58.36
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;ZONA VILA VELHA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;1165.40;39.61;10578.80;158.38
GRANDE VITORIA;01/06/2022;VIVA FM 100.9 FM;ZONA VITORIA;DAS 05:00 AS 05:00 BL.1H;TODOS OS DIAS;244.50;8.31;8427.60;41.47
